abbreviation,courseNumber,description,title,gradeAverage,letterAverage,openSeats,enrolledPercentage,enrolled,enrolledMax,units
ASTRON,C292,"The departments of Astronomy and Earth and Planetary Science offer a joint research seminar in advanced topics in planetary science, featuring speakers drawn from graduate students, postdoctoral researchers, faculty, and visiting scholars.  Topics will span planetary interiors; surface morphology; atmospheres; dynamics; planet formation; and astrobiology. Speakers will vary from semester to semester.  Meetings will be held once a week for 1 hour each, and the schedule of speakers will be determined on the first day of class. To pass the class, participants will be required to give a 30-minute presentation, either on their own research or on recent results from the literature.",Planetary Science Seminar,-1.0,,20,0.0,0,20,1.0
ASTRON,299,,Advanced Study and Research,3.975324675324676,A,84,0.0,0,84,2-12
BIO ENG,124,"This course focuses on providing students with the foundations needed to understand contemporary literature in drug delivery.  Concepts in organic chemistry, biochemistry, and physical chemistry needed to understand current problems in drug delivery are emphasized.",Basic Principles of Drug Delivery,3.7813411078717203,A-,70,0.0,0,70,3.0
BIO ENG,148,"This course will cover metabolic engineering and the various synthetic biology approaches for optimizing pathway performance. Use of metabolic engineering to produce biofuels and general ""green technology"" will be emphasized since these aims are currently pushing these fields. The course is meant to be a practical guide for metabolic engineering and the related advances in synthetic biology as well the related industrial research and opportunities. ",Bioenergy and Sustainable Chemical Synthesis: Metabolic Engineering and Synthetic Biology Approaches,3.4887804878048785,B+,45,0.0,0,45,3.0
BIO ENG,C208,"This course is intended to give students the opportunity to expand their knowledge of topics related to biomedical materials selection and design. Structure-property relationships of biomedical materials and their interaction with biological systems will be addressed. Applications of the concepts developed include blood-materials compatibility, biomimetic materials, hard and soft tissue-materials interactions, drug delivery, tissue engineering, and biotechnology. ",Biological Performance of Materials,3.5720588235294124,A-,11,0.0,0,11,4.0
BIO ENG,C209,"Students will learn the application of engineering concepts including statics, dynamics, optimization theory, composite beam theory, beam-on-elastic foundation theory, Hertz contact theory, and materials behavior. Topics will include forces and moments acting on human joints; composition and mechanical behavior of orthopedic biomaterials; design/analysis of artificial joint, spine, and fracture fixation prostheses; musculoskeletal tissues including bone, cartilage, tendon, ligament, and muscle; osteoporosis and fracture-risk predication of bones; and bone adaptation. Students will be challenged in a MATLAB-based project to integrate the course material in an attempt to gain insight into contemporary design/analysis/problems.",Advanced Orthopedic Biomechanics,3.68,A-,20,0.0,0,20,4
BIO ENG,224,"This course focuses on providing students with the foundations needed to understand contemporary literature in drug delivery.  Concepts in organic chemistry, biochemistry, and physical chemistry needed to understand current problems in drug delivery are emphasized.
",Basic Principles of Drug Delivery,3.7871794871794875,A-,20,0.0,0,20,3.0
BIO ENG,252,"Students will be introduced to clinical areas with unmet needs, be introduced to the current standard of care or state of the art solutions for those needs, and learn to methodically conceptualize potential alternatives. The course will emphasize interaction between students and subject matter experts in these clinical areas and in the related fields of medtech and biotech innovation. Open innovative ideas from students are encouraged during the course. ",Clinical Need-Based Therapy Solutions,3.9735955056179777,A,100,0.0,0,100,2.0
BIO ENG,C261,"Biomedical imaging is a clinically important application of engineering, applied mathematics, physics, and medicine. In this course, we apply linear systems theory and basic physics to analyze X-ray imaging, computerized tomography, nuclear medicine, and MRI. We cover the basic physics and instrumentation that characterizes medical image as an ideal perfect-resolution image blurred by an impulse response. This material could prepare the student for a career in designing new medical imaging systems that reliably detect small tumors or infarcts. ",Medical Imaging Signals and Systems,3.614141414141414,A-,20,0.0,0,20,4.0
BOSCRSR,27A,Beginner's course. Sequence beginning Fall semester. ,Introductory Bosnian/Croatian/Serbian,3.744444444444445,A-,15,0.0,0,15,4.0
